File,Variable,Correlation_With_Diabetes
kidney_condition_urology,DialysisReceived_12Months,0.04243801032418
kidney_condition_urology,LeakageWithActivity_12Months,0.0151225118684719
kidney_condition_urology,SEQN,0.0075967278255515
kidney_condition_urology,UrineLeakageAmount,-0.0914770106224879
kidney_condition_urology,NightUrinationFrequency_30Days,-0.107933825978979
kidney_condition_urology,UrineLeakageFrequency,-0.1084972891799458
kidney_condition_urology,ImpactOfLeakageOnLife_12Months,-0.1138418416584439
medical_conditions,EverTold_Diabetes,1.0
medical_conditions,EverTold_Arthritis,0.0993233439201734
medical_conditions,StillHave_LiverCondition,0.0689301262899097
medical_conditions,EverHad_GallbladderSurgery,0.0637700180625914
medical_conditions,TypeOfLiverCondition_1,0.0595714543032634
medical_conditions,EverTold_Cancer,0.0496657511642793
medical_conditions,AnemiaTreatment_Last3Months,0.048713694017746
medical_conditions,EverTold_COPD,0.0484704800566217
medical_conditions,TypeOfCancer_2nd,0.0484153036045622
medical_conditions,EverTold_CongestiveHeartFailure,0.0422347324063557
medical_conditions,EverTold_LiverCondition,0.0399361295245173
medical_conditions,EverTold_HeartAttack,0.0361221872131009
medical_conditions,EverTold_ThyroidProblem,0.0284877879155818
medical_conditions,EverTold_Stroke,0.0271765956983889
medical_conditions,EverTold_Gallstones,0.0258278665416774
medical_conditions,EverTold_CoronaryHeartDisease,0.0245437091305479
medical_conditions,HasMetalObjects_InBody,0.0243414429402197
medical_conditions,StillHave_Asthma,0.0240138914775178
medical_conditions,HayFeverEpisode_Past12Month,0.0235785794985495
medical_conditions,EverTold_Asthma,0.0217829143409849
medical_conditions,StillHave_ThyroidProblem,0.0112558177091365
medical_conditions,EverTold_Angina,0.0106097874490113
medical_conditions,PeriodStarted,0.0090443815427588
medical_conditions,SEQN,0.0052359622874917
medical_conditions,TypeOfCancer_3rd,-0.0046216794315238
medical_conditions,EmergencyVisit_Asthma_Last12Months,-0.0122928357729494
medical_conditions,TypeOfArthritis,-0.0124798927931298
medical_conditions,EverTold_LiverCondition.1,-0.0141938474668372
medical_conditions,TypeOfCancer_1st,-0.0228046570410358
medical_conditions,AsthmaEpisode_Last12Months,-0.037783086730423
medical_conditions,TypeOfLiverCondition_2,
medical_conditions,TypeOfLiverCondition_3,
medical_conditions,TypeOfLiverCondition_4,
medical_conditions,TypeOfLiverCondition_5,
medical_conditions,TypeOfLiverCondition_6,
medical_conditions,MoreThan3Cancers,
mental_health_depression_screener,EverTold_Diabetes,1.0
mental_health_depression_screener,SEQN,0.0021641262982611
mental_health_depression_screener,SelfEsteemIssuesFrequency_2weeks,-0.0041954193218371
mental_health_depression_screener,DifficultyInFunctioningStatus,-0.018194207975797
mental_health_depression_screener,DepressionFeelingsFrequency_2weeks,-0.0235041917784882
mental_health_depression_screener,ConcentrationProblemsFrequency_2weeks,-0.0304346661145006
mental_health_depression_screener,SuicidalThoughtsFrequency_2weeks,-0.0442860295805702
mental_health_depression_screener,InterestProblemsFrequency_2weeks,-0.045101526180843
mental_health_depression_screener,FatigueFrequency_2weeks,-0.051482154868953
mental_health_depression_screener,AppetiteChangesFrequency_2weeks,-0.052343492252345
mental_health_depression_screener,SleepProblemsFrequency_2weeks,-0.0567429070729546
mental_health_depression_screener,MovementSpeechIssuesFrequency_2weeks,-0.0615317874785319
occupation,EverTold_Diabetes,1.0
occupation,UsuallyWorks35HoursOrMore,0.0368549387307132
occupation,DaysWorkingPerWeek,0.0073074069520908
occupation,SEQN,0.0067952087206072
occupation,HoursWorked_LastWeek,-0.019697472110011
occupation,MainReasonNotWorking_LastWeek,-0.0217269683654261
occupation,WorkExperience_LastWeek,-0.1153336649695984
oral_health,EverTold_Diabetes,1.0
oral_health,LifeSatisfaction_Impact_TeethIssues,0.0876684140502109
oral_health,DiscomfortEating_TeethIssues,0.075509905491166
oral_health,AvoidedFoods_TeethIssues,0.0613888846926082
oral_health,JobSchoolImpact_TeethIssues,0.0514020468565287
oral_health,MouthPain_Frequency_LastYear,0.0501557032121619
oral_health,SelfConscious_TeethIssues,0.0448923625474025
oral_health,SEQN,0.0052359622874917
oral_health,OverallHealth_TeethAndGums,-0.1350630348949437
pesticide_use,EverTold_Diabetes,1.0
pesticide_use,ChemicalProductsUsedInHomeForPestControl,0.025525775382359
pesticide_use,SEQN,0.0013659988299829
pesticide_use,ChemicalProductsUsedInLawnGarden,-0.0090438750465184
physical_activity,EverTold_Diabetes,1.0
physical_activity,SEQN,0.0073370561714535
physical_activity,Frequency_VigorousActivity,0.0045375440956679
physical_activity,Frequency_ModerateActivity,8.978384548596029e-05
physical_activity,SittingTime_TypicalDay,-0.0167060787684383
physical_activity,Duration_VigorousActivity_PerSession,-0.0193806863320505
physical_activity,Duration_ModerateActivity_PerSession,-0.0418972792804204
physical_activity_youth,EverTold_Diabetes,1.0
physical_activity_youth,ScreenTime_TypicalDay_SchoolYear,0.0080087578984193
physical_activity_youth,SEQN,0.0064414526929751
physical_activity_youth,Days_PhysicallyActive_AtLeast60Min_Last7Days,-0.0093176460179643
prescription_medications,EverTold_Diabetes,1.0
prescription_medications,PrescriptionMedication_Used_Last30Days,0.163682801014676
prescription_medications,SEQN,0.0052359622874917
prescription_medications,PrescriptionMeds_Count_Last30Days,-0.2860426996409845
preventive_aspirin_use,EverTold_Diabetes,1.0
preventive_aspirin_use,EverTold_TakeAspirin,0.1337395622957982
preventive_aspirin_use,Following_AspirinAdvice,0.0547991320713186
preventive_aspirin_use,TakingAspirinOnOwn,0.047138089998988
preventive_aspirin_use,SEQN,0.0081027663032933
sleep_disorders,EverTold_Diabetes,1.0
sleep_disorders,WeekendSleepHours,0.0167939524736158
sleep_disorders,SEQN,0.0067952087206072
sleep_disorders,WeekdaySleepHours,-0.0144953178023108
smoking_cigarette_use,EverTold_Diabetes,1.0
smoking_cigarette_use,QuestionnaireModeFlag,0.0759281415108714
smoking_cigarette_use,SmokedAtLeast100CigarettesInLife,0.0447113359759651
smoking_cigarette_use,CigarettesSmokedDays_30Days,0.0244227745446548
smoking_cigarette_use,SEQN,0.0068121339607239
smoking_cigarette_use,TotalCigarettesSmoked,0.0038602153770376
smoking_cigarette_use,CigarettesPerDayOnSmokingDays_30Days,-0.0099362976750066
smoking_cigarette_use,CurrentCigaretteSmoking,-0.0260721129816294
smoking_cigarette_use,SmokingTypeMenthol,-0.0475939764041015
smoking_cigarette_use,FirstCigaretteAge,
smoking_household_smokers,EverTold_Diabetes,1.0
smoking_household_smokers,SEQN,0.0052359622874917
smoking_household_smokers,NumberOfPeopleSmokingInsideHome,0.0015968258082528
smoking_household_smokers,NumberOfPeopleSmokingInHome,-0.0154828154348468
smoking_recent_tobacco_use,EverTold_Diabetes,1.0
smoking_recent_tobacco_use,ProductsUsed_4,0.249236847464597
smoking_recent_tobacco_use,NumberOfDaysSmokedPipe_5Days,0.2223938886999067
smoking_recent_tobacco_use,NumberOfDaysUsedECigarettes_5Days,0.0353171176979449
smoking_recent_tobacco_use,LastCigaretteSmoked,0.0312516082693112
smoking_recent_tobacco_use,TabaccoProduct_5Days,0.0255254747875419
smoking_recent_tobacco_use,UsedAnyTobaccoProduct_5Days,0.0109593430815467
smoking_recent_tobacco_use,CigarettesSmokedPerSmokingDay_5Days,0.0045228963707957
smoking_recent_tobacco_use,SEQN,0.0021015278855063
smoking_recent_tobacco_use,UsedNicotineReplacement_5Days,-0.0042133167940394
smoking_recent_tobacco_use,UsedSmokelessTobacco_5Days,-0.0145992626325714
smoking_recent_tobacco_use,DaysSmokedCigarettes_5Days,-0.015719718337547
smoking_recent_tobacco_use,UsedECigarettes_5Days,-0.0248459175231178
smoking_recent_tobacco_use,ProductsUsed_1,-0.0606558403780526
smoking_recent_tobacco_use,NumberOfDaysSmokedWaterPipeHookah_5Days,-0.0622773993251947
smoking_recent_tobacco_use,NumberOfDaysSmokedRegularCigars_5Days,-0.0802960211202343
smoking_recent_tobacco_use,ProductsUsed_2,
smoking_recent_tobacco_use,ProductsUsed_3,
smoking_recent_tobacco_use,ProductsUsed_7,
smoking_recent_tobacco_use,ProductsUsed_5,
smoking_recent_tobacco_use,ProductsUsed_8,
smoking_recent_tobacco_use,ProductsUsed_6,
weight_history,EverTold_Diabetes,1.0
weight_history,TriedToLoseWeight_Past12Months,0.0097690134505353
weight_history,SEQN,0.0067952087206072
weight_history,CurrentHeight,-0.0068845857721407
weight_history,WeightOneYearAgo,-0.0099694082331704
weight_history,CurrentWeight,-0.0159507043585213
